code,categorie,numero_source,intitule,type_diplome,ies_sigles,nb_ies,profils_entree,nb_competences,competences,metiers,secteurs,url_source
LIC-011,Licence,11,Licence professionnelle en Modélisation mathématique et Simulation numérique,Licence professionnelle,UGANC ; UJNK ; UL ; UK ; UZ,5,SE + SE-FA + SM,12,"1. Mettre en œuvre en équation de phénomènes réels
2. Résoudre les équations différentielles
3. Appliquer les méthodes numériques de calcul
4. Programmer des simulations
5. Calculer par éléments finis
6. Analyser la stabilité des modèles
7. Assurer la validation des modèles par les mesures
8. Optimiser les systèmes
9. Réaliser la simulation des écoulements et des transferts
10. Assurer le traitement et l’interprétation des résultats
11. Utiliser des logiciels de calcul scientifique
12. Rédiger des rapports techniques","1. Ingénieur d’études junior en modélisation
2. Analyste en simulation numérique
3. Assistant de recherche en calcul scientifique
4. Chargé d’études quantitatives
5. Développeur scientifique","— Ingénierie et bureaux d’études —
• Bureaux d’études techniques et d’ingénierie
• Services de calcul et de dimensionnement des structures
• Entreprises de construction et d’équipements industriels
— Énergie, mines et environnement —
• Sociétés de production et de distribution d’énergie
• Services techniques des sociétés minières
• Structures de modélisation des ressources en eau et des risques naturels
— Numérique et calcul scientifique —
• Entreprises de développement de logiciels scientifiques
• Services de simulation et d’optimisation des procédés
• Centres de calcul et de traitement de données
— Recherche et enseignement —
• Laboratoires de mathématiques appliquées et de modélisation
• Universités et institutions d’enseignement supérieur, notamment après poursuite d’études
• Projets et programmes de recherche en simulation numérique",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-012,Licence,12,Licence professionnelle en Mathématiques Appliquées,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Mettre en œuvre en équation de phénomènes réels
2. Résoudre les équations différentielles
3. Appliquer les méthodes numériques de calcul
4. Programmer des simulations
5. Calculer par éléments finis
6. Analyser la stabilité des modèles
7. Assurer la validation des modèles par les mesures
8. Optimiser les systèmes
9. Réaliser la simulation des écoulements et des transferts
10. Assurer le traitement et l’interprétation des résultats
11. Utiliser des logiciels de calcul scientifique
12. Rédiger des rapports techniques","1. Analyste quantitatif junior
2. Assistant statisticien
3. Chargé d’études actuarielles
4. Analyste de données
5. Enseignant de mathématiques appliquées (après formation pédagogique)","— Statistique, études et planification —
• Instituts et services nationaux de statistique
• Services d’études et de planification des administrations
• Cabinets d’études et de conseil
— Banque, assurance et gestion des risques —
• Banques et établissements de microfinance
• Compagnies d’assurance
• Services d’audit et de contrôle de gestion
— Industrie et logistique —
• Services de recherche opérationnelle et d’optimisation
• Entreprises industrielles, en planification de la production
• Structures de gestion des flux et des approvisionnements
— Recherche et enseignement —
• Laboratoires de mathématiques appliquées
• Établissements d’enseignement secondaire et supérieur, notamment après formation pédagogique
• Projets et programmes de recherche quantitative",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-013,Licence,13,Licence fondamentale en Physique,Licence fondamentale,UGANC ; UK ; UZ,3,SE + SE-FA + SM,12,"1. Mobiliser la mécanique et étude du mouvement
2. Mobiliser l’électricité et le magnétisme
3. Mobiliser la thermodynamique et transferts de chaleur
4. Mobiliser l’optique et la propagation de la lumière
5. Mobiliser le physique quantique et atomique
6. Réaliser la mesure physique et l’instrumentation
7. Traiter les incertitudes de mesure
8. Conduire l’expérimentation en laboratoire
9. Modéliser les phénomènes physiques
10. Enseigner la physique
11. Mettre en œuvre la programmation appliquée à la physique
12. Rédiger des comptes rendus expérimentaux","1. Technicien supérieur de laboratoire de physique
2. Enseignant de physique (après formation pédagogique)
3. Assistant de recherche en physique
4. Technicien en métrologie et instrumentation
5. Préparateur de travaux pratiques","— Enseignement et recherche —
• Établissements d’enseignement secondaire, notamment après formation pédagogique
• Universités et institutions d’enseignement supérieur, notamment après poursuite d’études
• Laboratoires et centres de recherche en physique
— Énergie et industrie —
• Sociétés de production, de transport et de distribution d’électricité
• Industries de transformation et unités de production
• Services de maintenance des équipements techniques
— Métrologie, instrumentation et santé —
• Services de métrologie et d’étalonnage
• Services d’imagerie et de radioprotection des structures de santé
• Laboratoires d’essais et de mesures
— Environnement et météorologie —
• Services météorologiques et stations d’observation
• Structures de suivi des risques naturels
• Projets de recherche appliquée en énergies renouvelables",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-014,Licence,14,Licence professionnelle en Électronique et Énergétique,Licence professionnelle,UGANC ; UJNK ; UL ; UZ,4,SE + SE-FA + SM,12,"1. Concevoir des circuits électroniques
2. Mettre en œuvre l’électronique numérique et logique
3. Programmer les microcontrôleurs
4. Réaliser la mesure et l’instrumentation électronique
5. Établir le diagnostic et la réparation des pannes
6. Réaliser la conversion et la régulation de l’énergie
7. Assurer l’alimentation et la gestion des batteries
8. Réaliser le câblage et la réalisation de cartes
9. Assurer la sécurité des installations électriques
10. Assurer la maintenance des équipements électroniques
11. Lire les schémas techniques
12. Rédiger des rapports d’intervention","1. Technicien supérieur en électronique
2. Technicien d’exploitation en énergie électrique
3. Chargé d’installation de systèmes énergétiques
4. Technicien de maintenance des équipements électroniques
5. Assistant ingénieur en efficacité énergétique","— Énergie et électricité —
• Sociétés de production, de transport et de distribution d’électricité
• Entreprises d’installation et de maintenance des systèmes solaires
• Unités de conversion et de stockage de l’énergie
— Industrie et maintenance —
• Industries manufacturières et unités de production
• Services de maintenance électronique et instrumentation
• Ateliers de réparation et de câblage de cartes électroniques
— Télécommunications et numérique —
• Opérateurs de télécommunications
• Entreprises d’équipements électroniques et de systèmes embarqués
• Structures de supervision technique et de mesures
— Recherche et enseignement —
• Laboratoires d’électronique et d’énergétique
• Établissements d’enseignement technique et supérieur, notamment après formation pédagogique
• Projets et programmes de recherche appliquée",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-015,Licence,15,Licence professionnelle en Environnement et Climat,Licence professionnelle,UGANC ; UL ; UZ,3,SE + SE-FA + SM,12,"1. Mesurer les paramètres météorologiques
2. Traiter les séries de données climatiques
3. Analyser le changement climatique
4. Modéliser le climat
5. Évaluer la vulnérabilité des territoires
6. Analyser les impacts environnementaux
7. Réaliser la cartographie des risques climatiques
8. Élaborer des plans d’adaptation
9. Assurer le suivi des émissions de gaz à effet de serre
10. Assurer l’éducation et la sensibilisation au climat
11. Monter des projets climatiques
12. Rédiger des rapports environnementaux","1. Chargé d’études environnementales
2. Assistant en suivi climatique
3. Chargé de suivi-évaluation de projets environnementaux
4. Technicien en surveillance environnementale
5. Assistant en études d’impact","— Environnement et climat —
• Services publics chargés de l’environnement et du climat
• Services météorologiques et stations d’observation
• Structures de suivi des risques climatiques et des catastrophes naturelles
— Coopération et développement —
• Projets et programmes climatiques des organisations de développement
• Organisations non gouvernementales environnementales
• Structures de mobilisation de la finance climatique
— Bureaux d’études et audit —
• Bureaux d’études d’impact environnemental
• Cabinets d’audit et de conseil en environnement
• Services environnementaux des entreprises minières et industrielles
— Recherche et enseignement —
• Laboratoires et centres de recherche sur le climat
• Universités et institutions d’enseignement supérieur, notamment après poursuite d’études
• Projets de recherche sur l’adaptation au changement climatique",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-016,Licence,16,Licence professionnelle en Intelligence Artificielle et Systèmes Embarqués,Licence professionnelle,UGANC ; UL,2,SE + SE-FA + SM,12,"1. Programmer les microcontrôleurs
2. Concevoir des cartes électroniques
3. Mettre en œuvre des capteurs et d’actionneurs
4. Assurer la communication entre objets connectés
5. Traiter le signal
6. Mettre en œuvre l’apprentissage automatique embarqué
7. Mettre en œuvre la vision par ordinateur
8. Réaliser le prototypage rapide de systèmes
9. Gérer l’énergie des dispositifs
10. Assurer la sécurité des objets connectés
11. Réaliser les tests et la validation des systèmes
12. Assurer la documentation technique des projets","1. Développeur de systèmes embarqués
2. Ingénieur d’application junior en IA
3. Technicien en objets connectés (IoT)
4. Développeur de solutions d’automatisation intelligente
5. Assistant ingénieur en robotique","— Numérique et intelligence artificielle —
• Entreprises de développement de solutions embarquées et d’objets connectés
• Start-up et incubateurs technologiques
• Services d’innovation et de prototypage
— Industrie et automatisation —
• Industries manufacturières et unités automatisées
• Services de maintenance des systèmes automatisés et robotisés
• Entreprises d’instrumentation et de capteurs industriels
— Télécommunications, énergie et transports —
• Opérateurs de télécommunications et réseaux d’objets connectés
• Sociétés d’énergie, en supervision et comptage intelligent
• Structures de gestion intelligente des transports et des infrastructures
— Recherche et enseignement —
• Laboratoires de systèmes embarqués et d’intelligence artificielle
• Universités et institutions d’enseignement supérieur, notamment après poursuite d’études
• Projets et programmes de recherche technologique",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-017,Licence,17,Licence professionnelle en Ingénierie Ferroviaire,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Assurer la conception et tracé des voies ferrées
2. Mettre en œuvre la topographie ferroviaire
3. Réaliser la pose et entretien de la voie
4. Concevoir les ouvrages d’art ferroviaires
5. Conduire l’étude géotechnique des plateformes
6. Exploiter la signalisation et sécurité de la circulation
7. Planifier les travaux ferroviaires
8. Mettre en œuvre le contrôla qualité le matériaux ferroviaires
9. Diagnostiquer l’état des infrastructures
10. Assurer la maintenance des infrastructures ferroviaires
11. Gérer le chantier ferroviaire
12. Rédiger des rapports techniques","1. Technicien supérieur d’infrastructures ferroviaires
2. Assistant ingénieur travaux voie ferrée
3. Contrôleur technique de voie
4. Chargé de suivi de chantier ferroviaire
5. Technicien de diagnostic d’infrastructure","— Transport ferroviaire —
• Sociétés d’exploitation et de gestion du réseau ferroviaire
• Services d’infrastructures, de voie et d’ouvrages d’art
• Entreprises de construction et de réhabilitation des voies ferrées
— Mines et industries extractives —
• Sociétés minières exploitant des lignes de transport de minerais
• Services techniques et logistiques des sites industriels
• Entreprises de sous
— traitance ferroviaire. —
• Bureaux d’études et travaux publics —
• Bureaux d’études en infrastructures de transport
• Entreprises de génie civil et de travaux publics
• Services de topographie et de contrôle des travaux
— Administration et coopération —
• Services publics chargés des transports et des infrastructures
• Projets et programmes d’infrastructures financés par les partenaires
• Structures de régulation et de sécurité des transports",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-018,Licence,18,Licence professionnelle en Communication et Signalisation Ferroviaire,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Mobiliser les principes de la signalisation ferroviaire
2. Installer les équipements de signalisation
3. Exploiter les systèmes d’enclenchement et la sécurité
4. Exploiter les télécommunications ferroviaires
5. Assurer la transmission des informations de circulation
6. Assurer la régulation et contrôle du trafic
7. Réaliser le câblage et le raccordement des installations
8. Diagnostiquer les défauts de signalisation
9. Assurer la maintenance des équipements de sécurité
10. Appliquer les procédures d’exploitation en mode dégradé
11. Assurer la sécurité du personnel sur les voies
12. Rédiger des rapports d’incident","1. Technicien en signalisation ferroviaire
2. Technicien télécommunications ferroviaires
3. Agent de régulation et de commande centralisée
4. Technicien de maintenance des systèmes de sécurité ferroviaire
5. Assistant ingénieur signalisation","— Transport ferroviaire —
• Services de signalisation et de sécurité du réseau ferroviaire
• Centres de régulation et de contrôle de la circulation
• Services de maintenance des équipements de signalisation
— Télécommunications et systèmes techniques —
• Opérateurs de télécommunications
• Entreprises d’installation de systèmes de transmission
• Services techniques de supervision des réseaux
— Mines et industries —
• Sociétés minières disposant d’installations ferroviaires
• Services techniques et de sécurité des sites industriels
• Entreprises de sous
— traitance technique. —
• Administration et formation —
• Services publics chargés des transports
• Structures de régulation et de contrôle de la sécurité ferroviaire
• Centres de formation technique et professionnelle",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-019,Licence,19,Licence professionnelle en Transport Ferroviaire,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Planifier les circulations ferroviaires
2. Élaborer les horaires et graphiques
3. Assurer l’exploitation commerciale des trains
4. Gérer les gares et le flux de voyageurs
5. Organiser le transport de marchandises
6. Assurer la sécurité de l’exploitation ferroviaire
7. Gérer les incidents de circulation
8. Établir la tarification et la billetterie
9. Organiser la logistique et le chargement des wagons
10. Appliquer la réglementation du transport ferroviaire
11. Entretenir la relation avec la clientèle
12. Rédiger des rapports d’exploitation","1. Chargé d’exploitation ferroviaire
2. Régulateur de trafic ferroviaire
3. Chargé de planification des circulations
4. Responsable de gare adjoint
5. Chargé de logistique et de fret ferroviaire","— Transport ferroviaire —
• Sociétés d’exploitation ferroviaire et services d’exploitation commerciale
• Gares de voyageurs et terminaux de marchandises
• Centres de régulation et de planification des circulations
— Logistique et transport de marchandises —
• Entreprises de transport et de transit
• Sociétés minières, pour l’acheminement des produits
• Plateformes logistiques et portuaires
— Administration et régulation —
• Services publics chargés des transports
• Structures de régulation et de sécurité des transports
• Projets d’infrastructures et de modernisation ferroviaire
— Services commerciaux et clientèle —
• Services de tarification et de billetterie
• Services de relation clientèle des sociétés de transport
• Agences de voyages et de fret",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-020,Licence,20,Licence professionnelle en Matériels Roulants Ferroviaires,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Exploiter la technologie des locomotives et des wagons
2. Exploiter les systèmes de traction ferroviaire
3. Exploiter les systèmes de freinage
4. Établir le diagnostic électrique du matériel roulant
5. Établir le diagnostic mécanique du matériel roulant
6. Assurer la maintenance préventive du matériel
7. Réparer en atelier
8. Assurer le contrôle et essais avant mise en service
9. Gérer le parc de matériel roulant
10. Gérer les pièces de rechange
11. Assurer la sécurité en atelier ferroviaire
12. Rédiger des rapports de maintenance","1. Technicien de maintenance du matériel roulant
2. Chargé de diagnostic des locomotives et wagons
3. Technicien d’atelier ferroviaire
4. Chargé de suivi de la fiabilité du parc roulant
5. Agent de contrôle technique du matériel roulant","— Maintenance du matériel ferroviaire —
• Ateliers de maintenance des locomotives et des wagons
• Services de traction, de freinage et d’électricité du matériel roulant
• Centres de révision et d’essais avant mise en service
— Mines et industries —
• Services techniques des sociétés minières exploitant du matériel roulant
• Industries disposant de flottes d’engins et de matériels lourds
• Entreprises de sous
— traitance en maintenance mécanique et électrique. —
• Gestion technique et logistique —
• Services de gestion de parc et de pièces de rechange
• Magasins techniques et services d’approvisionnement
• Services de planification de la maintenance
— Administration et formation —
• Services publics chargés des transports ferroviaires
• Structures de contrôle technique et de sécurité
• Centres de formation technique et professionnelle",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-021,Licence,21,Licence professionnelle en Nouvelles Technologies de l’information et de la Communication,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Réaliser l’installation et la configuration des postes de travail
2. Réaliser le câblage et la configuration les réseaux locaux
3. Administrer les systèmes d’exploitation
4. Conduire la création et la gestion de sites internet
5. Concevoir des bases de données
6. Assurer la maintenance du matériel informatique
7. Assurer la sécurité informatique de base
8. Assurer l’assistance et support aux utilisateurs
9. Utiliser la bureautique et outils collaboratifs
10. Gérer des projets numériques
11. Former les utilisateurs
12. Rédiger la documentation technique","1. Administrateur systèmes et réseaux junior
2. Technicien support informatique
3. Développeur web et applications
4. Chargé de transformation numérique
5. Technicien télécoms et data","— Services informatiques et réseaux —
• Services informatiques des entreprises et des administrations
• Entreprises d’installation et de maintenance de réseaux
• Sociétés de maintenance et d’assistance aux utilisateurs
— Télécommunications et numérique —
• Opérateurs de télécommunications et fournisseurs d’accès
• Agences de création de sites internet et de contenus numériques
• Start
— up et incubateurs du numérique. —
• Administration et projets de digitalisation —
• Projets de modernisation numérique des administrations
• Services de gestion des systèmes d’information
• Structures de gestion des données et des équipements
— Formation et entrepreneuriat —
• Centres de formation en informatique et bureautique
• Établissements d’enseignement technique
• Création d’entreprises de services numériques",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-022,Licence,22,Licence professionnelle en Développement Logiciel et Sécurité Informatique,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Mettre en œuvre la programmation orientée objet
2. Concevoir des applications internet
3. Développer des applications mobiles
4. Assurer la conception et l’interrogation de bases de données
5. Appliquer les méthodes de génie logiciel
6. Réaliser les tests et qualité du logiciel
7. Mettre en œuvre le chiffrement et la protection des données
8. Analyser les vulnérabilités
9. Assurer la sécurisation des applications
10. Assurer l’administration sécurisée des serveurs
11. Gérer des versions et travail en équipe
12. Rédiger des cahiers des charges","1. Développeur d’applications
2. Analyste en cybersécurité junior
3. Testeur logiciel / QA
4. Administrateur de sécurité des systèmes d’information
5. Intégrateur de solutions logicielles","— Développement logiciel —
• Entreprises de développement d’applications web et mobiles
• Services informatiques des entreprises et des administrations
• Start
— up et incubateurs technologiques. —
• Cybersécurité et systèmes d’information —
• Services de sécurité des systèmes d’information
• Banques, assurances et opérateurs télécoms, en protection des données
• Structures d’audit et de conseil en cybersécurité
— Données et infrastructures —
• Services d’administration de bases de données
• Centres d’hébergement et d’informatique en nuage
• Services de sauvegarde et de continuité d’activité
— Formation, recherche et entrepreneuriat —
• Centres de formation en informatique
• Laboratoires de recherche appliquée au numérique
• Création d’entreprises de solutions logicielles",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
LIC-023,Licence,23,Licence professionnelle en Procédés Chimiques et Industriels,Licence professionnelle,UGANC,1,SE + SE-FA + SM,12,"1. Conduire les réacteurs et les unités de production
2. Établir les bilans de matière et d’énergie
3. Conduire les opérations de séparation (distillation, filtration)
4. Mettre en œuvre le contrôla qualité et sécurité des procédés
5. Établir et exploiter les schémas de procédés (PID) d’une unité industrielle
6. Assurer la régulation et le contrôle-commande des installations de production
7. Dimensionner les équipements élémentaires de transfert de matière et de chaleur
8. Appliquer les règles d’hygiène, de sécurité et de protection de l’environnement en milieu industriel
9. Analyser les incidents de production et proposer des actions correctives
10. Assurer la traçabilité et la documentation des opérations de production
11. Exploiter les logiciels de simulation et de suivi des procédés
12. Rendre compte, par écrit et à l’oral, des résultats d’exploitation à une équipe pluridisciplinaire","1. Technicien supérieur de conduite de procédés
2. Opérateur de production en industrie chimique
3. Technicien qualité et sécurité des procédés
4. Assistant ingénieur procédés
5. Technicien de maintenance d’unités de production","— Industries chimiques et de transformation —
• Unités de production chimique et parachimique
• Industries de fabrication de savons, peintures, engrais et plastiques
• Unités de traitement et de conditionnement de produits industriels
— Mines, énergie et métallurgie —
• Usines de traitement des minerais et de métallurgie
• Raffineries et unités de production énergétique
• Services de procédés et d’optimisation industrielle
— Qualité, sécurité et environnement —
• Laboratoires de contrôle qualité industriels
• Services d’hygiène, de sécurité et d’environnement
• Unités de traitement des effluents et des rejets industriels
— Agroalimentaire, pharmacie et maintenance —
• Industries agroalimentaires et pharmaceutiques
• Services de maintenance des installations de procédés
• Bureaux d’études et sociétés d’ingénierie industrielle",https://parcoursupguinee.org/offre-de-formation-en-licence-professionnelle-et-fondamentale
